Id,target
0,114.58368923196372
1,118.01281465828444
2,-21.73985232924245
3,-43.93689854140075
4,-95.91489844208449
5,-44.50742395660596
6,-75.56652596221407
7,23.820835485669633
8,173.83528378563457
9,172.8492895695679
10,-105.40231168859384
11,-20.80202343203156
12,-3.9132377724323684
13,122.99918625290395
14,40.30788420755589
15,45.712849511051175
16,-189.6284909238686
17,22.612545403086834
18,11.641047312746288
19,136.34214311963225
20,64.9162552322344
21,-61.98848843720608
22,-108.19467902060549
23,-7.412127467739345
24,-58.52395275408494
25,11.888977748249118
26,29.237640028738397
27,107.68757889279811
28,24.146856340743064
29,-26.105012033562787
30,110.96807606148185
31,-44.87970964144713
32,216.7999390647439
33,-13.860605164472991
34,-228.60318237978953
35,154.89602116368772
36,-2.225833895947325
37,12.72303442620081
38,-308.30787668818874
39,77.11075832295658
40,-81.20791770025568
41,-206.63292494158944
42,-238.76288136246717
43,134.75736517848895
44,-73.75147767846357
45,105.4637023512691
46,-3.5907492674868178
47,20.60438394898597
48,-98.0187353945519
49,-27.516904913914022
50,10.815900096826589
51,-174.46353402433934
52,65.15575177878466
53,-97.80638440529812
54,-106.15185533453376
55,-155.94217761954374
56,62.53610320097112
57,108.62899099849803
58,-74.6103422353836
59,41.73963795691365
60,41.22429832181839
61,-50.80430071206368
62,164.88726191987766
63,43.563598502041195
64,56.93714013579335
65,24.121133377329286
66,81.67738384704371
67,-1.8030431606792838
68,-3.097350106263399
69,1.8097727174264118
70,-23.93972877475408
71,161.87471956732205
72,-41.012989901457225
73,21.556070118957575
74,-66.43054418432271
75,-69.27101456042494
76,36.9986168993366
77,-160.49035403214413
78,-1.7615267251174176
79,151.30931871522245
80,-38.02183272062315
81,-120.32068780479317
82,-194.43634494072944
83,36.44938517832752
84,146.42571691392956
85,271.42973479853566
86,-256.9988037748566
87,-88.55126830185824
88,76.26077555149382
89,-89.94264526450456
90,-49.409923796008506
91,125.58830312630622
92,-163.8911472147105
93,-116.82334106645375
94,48.710440376020664
95,98.16840611103905
96,-215.5814591447835
97,-121.2889512116189
98,-172.34681947133956
99,-51.25941300949152
100,127.99197505624628
101,-83.89470035874899
102,-3.9335570971340443
103,-1.4581936199406766
104,0.06871571594647907
105,80.72632791162427
106,44.50955254729276
107,92.45256060444257
108,-30.29370781486316
109,-84.14094619700863
110,38.60565838291105
111,18.285065201110825
112,117.40185943207267
113,7.7087324128467145
114,73.56676994020937
115,32.72506591759867
116,-142.403920506181
117,7.212776689087195
