Id,target
0,111.0818943984796
1,116.02401267484682
2,-22.505941473276224
3,-43.53997255334767
4,-96.33340459222741
5,-46.40764893742363
6,-74.55097574992388
7,23.323017246608053
8,171.06937802133794
9,169.96509871962155
10,-105.13124114243907
11,-20.990489711274016
12,-4.0979467566794305
13,119.6805198217469
14,38.04018596248078
15,45.03318887706381
16,-189.88807852228663
17,20.614122458490847
18,11.326436296634045
19,132.53561071988446
20,63.76553772312156
21,-61.86770563535273
22,-107.64212775894916
23,-9.322398458292827
24,-57.258877705459234
25,11.709995225650967
26,27.28473925640306
27,106.63213905104936
28,21.74534074013992
29,-25.774794089725404
30,108.40224750660376
31,-44.9093970964423
32,214.19439536390365
33,-15.70726705269885
34,-226.62288737588273
35,152.32503804337352
36,-5.056270571057592
37,12.014180519733822
38,-304.13767389244896
39,74.7071712589884
40,-81.51642111742102
41,-204.7035550543749
42,-236.77735912623845
43,132.24167166558118
44,-72.00712847811361
45,101.35126319266719
46,-4.293188174751258
47,19.888162895118214
48,-98.17856364119532
49,-28.482002734768443
50,10.504890367435795
51,-173.19815551563786
52,63.30574139033235
53,-98.58917784764698
54,-105.20421915304304
55,-155.76089336983395
56,62.23228703515934
57,106.1714222009324
58,-74.43198043657242
59,42.107098324784694
60,39.53923432018304
61,-51.88008646664362
62,162.2968011861467
63,40.56268427961214
64,54.99751413882532
65,23.09032801634038
66,79.38770193166715
67,-2.700231022514164
68,-4.114503965169353
69,1.1522079290333895
70,-24.058834295400505
71,158.5873644718591
72,-41.25269678811112
73,20.874044709196763
74,-66.76725612867395
75,-70.58813506167367
76,35.77661041394471
77,-159.95232743099822
78,-2.2577309025153083
79,149.27480926712758
80,-38.7922727479204
81,-119.82517261138779
82,-192.16453993541748
83,35.607077621615964
84,143.61215154938483
85,267.63900946069305
86,-254.89734762955942
87,-88.40096143124657
88,76.16708188885785
89,-89.3896629635759
90,-49.58177563042113
91,122.16119417565598
92,-161.872833564542
93,-116.35451370104387
94,47.90577772599405
95,96.70416428890361
96,-214.35713691158978
97,-120.20544182851584
98,-171.01795928913756
99,-52.100800626112424
100,126.10198407157783
101,-83.89696605902718
102,-4.625363881545578
103,-1.0473369625297693
104,-0.6180044030703682
105,77.52898991806933
106,43.0080419087016
107,90.48980221706165
108,-30.06343699072152
109,-83.72127362303193
110,39.15045809472454
111,17.756166464016943
112,114.55029281148138
113,7.634614570661685
114,71.81142360939954
115,31.963404490895005
116,-143.49301701384778
117,4.909465422444601
118,20.52734632737089
119,-22.95440521224785
120,-21.026406930582773
121,-254.74814402955235
122,263.4242132284602
123,154.63257432255023
124,14.76866735847932
125,81.98318802010343
126,-11.591102287543318
127,-151.11583439133884
128,110.00455937017213
129,-32.86696657542451
130,-214.75202855222943
131,118.30454297680149
132,-29.3376267795191
133,-87.86328523832904
134,168.2885263038034
135,36.70407464190705
136,-20.215649256606504
137,58.234193379678395
138,43.909546229962906
139,-173.33674361583448
140,129.05519864762974
141,-71.41016482738372
142,207.71559479089845
143,132.7133267800661
144,0.6410061084460241
145,-151.97000388544996
146,-14.57192861029482
147,131.68215331591801
148,34.470481419689854
149,56.32111164296022
150,-6.129078235784385
151,-42.93024236854784
152,15.812447868864183
153,-67.57514535696006
154,27.900422991159907
155,140.0239558692609
156,342.52418253420797
157,214.70846944570116
158,26.329862433942306
159,-38.49926436453904
160,-170.58257827491883
161,11.362535600224009
162,293.3135612286097
163,73.09941739967861
164,-23.324389236571122
165,154.09857278005114
166,-154.570675780133
167,139.6616120384424
168,168.12969328811567
169,-48.45344160711902
170,64.32647637909754
171,94.41184022216063
172,92.34564874068187
173,30.833657012129
174,170.70090207137667
175,-149.69801534544376
176,-93.67278751726512
177,-167.269260654637
178,-18.500715707617104
179,-105.64342792950465
180,-13.641202497327939
181,-57.768840082169085
182,-74.45491822916152
183,64.31116269803843
184,-68.59755858354127
185,87.46027500435444
186,-55.659005770553996
187,-108.04622905149404
188,-77.37112589448758
189,182.06358069487592
190,-42.56161140009171
191,216.5427825507222
192,-58.27216414409477
193,-83.33570745562166
194,46.9224150147225
195,-1.1309399915394422
196,70.28952733582206
197,-60.13638273735935
198,205.86063895882276
199,-138.3013419709842
200,-98.27533823116723
201,-115.32796763421982
202,23.96856446064139
203,51.8381099059318
204,146.9306772180857
205,44.040264591527226
206,91.76373729501042
207,170.4785249647339
208,-268.1886273800694
209,-172.32004771707153
210,-105.47203621707335
211,-82.0941043774424
212,28.369697325662322
213,-51.490301089500456
214,76.37886970384913
215,-21.001694669990314
216,-52.520247422559834
217,-27.881396362935156
218,63.361462681250785
219,89.11515030869167
220,-83.16521455855786
221,-147.6787767563275
222,45.27790936593127
223,235.7259834292587
224,-50.046827673632556
225,15.833808349529335
226,-62.98520867388589
227,11.85684422409088
228,8.236637356151196
229,40.23625151953002
230,114.63748884400655
231,17.51126941947946
232,-105.34316163334977
233,46.60003276946093
234,98.96327021841168
235,-88.91377718881505
236,-171.67000611278576
237,166.3382139618113
238,107.13450824768704
239,57.87823650288274
240,-8.433533030602762
241,-25.470484127374394
242,-48.033040535890024
243,-170.12223550768735
244,-64.9410141591377
245,-28.33700063142559
246,-170.33447581206605
247,-27.460535719680422
248,32.840725358504706
249,-119.75243181756109
250,17.640496547867226
251,-1.9849280976665187
252,-253.04385543440463
253,-249.8298448084629
254,-164.59373014314846
255,44.26268142452975
256,130.36841012352335
257,68.28274280292926
258,118.38318361433663
259,91.52370084911456
260,21.79232155661584
261,-303.7573566136223
262,184.55314018574447
263,-129.64422201493056
264,-43.33539297167072
265,-84.83572378874752
266,-87.68469713099876
267,134.42435149552134
268,161.29322920558246
269,-39.61770619188802
270,-141.76330017053237
271,111.57742855187622
272,-19.31255979852278
273,86.765239076685
274,103.60740621733109
275,23.824387454903118
276,-50.83981910805838
277,-28.67107448358041
278,28.17720998293591
279,72.83138500551502
280,27.04175143083859
281,-127.02325886160509
282,-16.302595885954524
283,-9.238922266335795
284,-126.12649963596542
285,158.77194638916032
286,-9.187716341598037
287,-131.26514671168252
288,203.13512847793282
289,47.340188957537244
290,91.36055307637471
291,31.058843173720852
292,203.5378725723019
293,-39.48948532445739
294,-31.09024225521611
295,-39.30156599750197
296,51.69812520687018
297,-61.87918937356163
298,91.93178220713573
299,-82.75160815503313
300,-96.61449897358756
301,-24.653110525733393
302,-89.30650152526023
303,-22.950675635565048
304,56.976447083120725
305,-32.718483857585674
306,-73.9632946356711
307,-177.69636231827596
308,-163.14717876620477
309,41.40620908020742
310,75.26933291945096
311,295.69708789555335
312,125.65078499297827
313,128.76402221665512
314,50.87153793393544
315,-21.724858055519697
316,179.5309444566463
317,-57.62208818679265
318,128.2827574183318
319,151.16033026996527
320,-33.29140687040661
321,-200.0764216474968
322,-98.40881427614231
323,3.6479299748762375
324,-44.24142703845314
325,-38.88019589230625
326,155.3462569399331
327,131.60964852337534
328,22.969506788056304
329,-87.43807099004472
330,183.85959590254578
331,-66.5729821508368
332,62.999241329806054
333,78.69326640403092
334,95.85375096368382
335,-103.93476583391065
336,113.48601221737238
337,-34.859702944216835
338,86.68277895069363
339,-84.23960878401992
340,-200.9862109401318
341,156.15815887784785
342,-92.79698507212245
343,65.61518301610967
344,123.8487329867904
345,28.641454309936197
346,-174.54387161644752
347,-33.6015048337812
348,-47.42940436673881
349,-115.94082934282649
350,13.484538828286265
351,-87.94963819823536
352,-40.47725104317003
353,-162.31482837642454
354,-214.946019501502
355,5.13011818340879
356,-204.28646136724547
357,182.59433567750418
358,-10.659329539662641
359,16.446434759382548
360,31.500505776785364
361,237.4882753176153
362,-27.571298217183095
363,131.52622969679854
364,56.0628053580094
365,10.092719432580767
366,-85.13051774186391
367,-10.035031234119877
368,220.89789620573865
369,-14.659556149848179
370,-138.5537245029752
371,-49.626152976565734
372,-94.41779144114588
373,8.975006588793331
374,-14.365291096522188
375,-61.82440781253792
376,-17.774241351144912
377,-172.2163510994541
378,-121.5711468721969
379,45.03978623222863
380,-39.168308996749595
381,-155.49313023447203
382,87.32877043579059
383,-1.2757133445751356
384,130.4309929254426
385,-47.51151661749212
386,0.3163434894481898
387,171.49504767532514
388,168.12027772136977
389,46.227891541905706
390,-27.514183456398126
391,57.252352996622186
392,108.99397680096415
393,-36.67870964886484
394,-68.21941006811969
395,-80.9095549332865
396,-184.37837908395647
397,122.63102371957886
398,64.76974023090372
399,55.83147743640281
